ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,file,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_pdf_id,colrev_status,curation_id,dblp_key,fulltext,goal_rowe,language,link,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,screening_criteria,synthesis,theory_building,topic
HennrichFuhrmannEymann2024,inproceedings,Accelerating the Adoption of Artificial Intelligence Technologies in Radiology: A Comprehensive Overview on Current Obstacles,"Hennrich, Jasmin and Fuhrmann, Hannah and Eymann, Torsten",2024,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2024.428,https://hdl.handle.net/10125/106811,data/pdfs/2024/HennrichFuhrmannEymann2024.pdf,,,,https://dblp.org/rec/conf/hicss/HennrichFE24,,rev_synthesized,,,,,eng,,,,,,,,,,,
HenryLagaHatinEtAl2021,inproceedings,Cross-Collaboration Processes based on Blockchain and IoT - a survey,"Henry, Tiphaine and Laga, Nassim and Hatin, Julien and Gaaloul, Walid and Boughzala, Imed",2021,,Hawaii International Conference on System Sciences,,,,,https://hdl.handle.net/10125/71138,data/pdfs/2021/HenryLagaHatinEtAl2021.pdf,,,,https://dblp.org/rec/conf/hicss/HenryLHGB21,,rev_synthesized,,,,,eng,,,,,,,,,,,
HentschelLeyhBaumhauer2019,inproceedings,Critical Success Factors for the Implementation and Adoption of Cloud Services in SMEs,"Hentschel, Raoul and Leyh, Christian and Baumhauer, Teresa",2019,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/60171,data/pdfs/2019/HentschelLeyhBaumhauer2019.pdf,,,,https://dblp.org/rec/conf/hicss/HentschelLB19,cpid2:fffffffffe64dbfffffffffffffffffffffffffff800001ffffc3ffff018180ff0381c0fffbf9a2ff001000ff001000ff001000ff001800ff001800ff001800ff001000ff001806ff1ff000ff0ff000ff001000ff001000ff001000ff000800ff000000ff001000ff001000ff5ff81fffffffffffffffffff0fc3fffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HerbstUrbachBrocke2014,inproceedings,Shedding Light on the Impact Dimension of Information Systems Success - A Synthesis of the Literature,"Herbst, Andrea and Urbach, Nils and Brocke, Jan vom",2014,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2014.452,https://ieeexplore.ieee.org/document/6759054/,data/pdfs/2014/HerbstUrbachBrocke2014.pdf,,,,https://dblp.org/rec/conf/hicss/HerbstUB14,cpid2:fffffffffffffffffffffffff000000fffe007ffff7f3f9ff83c1c0fffffffffff1f800ff001000ff001000fe001000ff001000ff001018ff001800ff001000ff001000ff67f000fffff000ff0ff000ff001000ff001000ff001000fe001803fe001800ff001000ff001000fe001800ff001800fffffffefe0ffffe7ffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HermJaniesch2021,inproceedings,Towards an Implementation of Blockchain-based Collaboration Platforms in Supply Chain Networks - A Requirements Analysis,"Herm, Lukas-Valentin and Janiesch, Christian",2021,,Hawaii International Conference on System Sciences,,,,,https://hdl.handle.net/10125/71444,data/pdfs/2021/HermJaniesch2021.pdf,,,,https://dblp.org/rec/conf/hicss/HermJ21,,rev_synthesized,,,,,eng,,,,,,,,,,,
HermannPentekOtto2016,inproceedings,Design Principles for Industrie 4.0 Scenarios,"Hermann, Mario and Pentek, Tobias and Otto, Boris",2016,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2016.488,https://ieeexplore.ieee.org/document/7427673/,data/pdfs/2016/HermannPentekOtto2016.pdf,,,,https://dblp.org/rec/conf/hicss/HermannPO16,cpid2:ffffffffffffffffffffffffffffffffff8001fffc7e7f3ff03c3e1fff9fadeff001000ff000000ff001800ff001800ff001000ff001000ff001800ff04d000fffff000ff0ff000ff000000ff001840ff001000ff001801ff001800ff001000ff001000ff001000ff0b9100ff001000ff000000fffffffffe0ffffe7ffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HermesPfabHeinEtAl2020,inproceedings,Digital Platforms and Market Dominance - Insights from a Systematic Literature Review and Avenues for Future Research,"Hermes, Sebastian and Pfab, Simon and Hein, Andreas and Weking, Jörg and Böhm, Markus and Krcmar, Helmut",2020,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2020/42,,,,,https://dblp.org/rec/conf/pacis/HermesPHW0K20,,rev_synthesized,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#HermesPfabHeinEtAl2020,,,,eng,,,,,,,,,,,
HermonWilliams2020,inproceedings,Points of Failure - A Systematic Review of information-flow using Medication Use Cases,"Hermon, Rebecca and Williams, Patricia A. H.",2020,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2020.472,http://hdl.handle.net/10125/64214,data/pdfs/2020/Information Technology in Healthcare/HermonWilliams2020.pdf,,,,https://dblp.org/rec/conf/hicss/HermonW20,cpid2:fffffffffe4090bffffffffffffffffff000000fffff7ffff8781ffff8381fffffffffffff1f000ff001000ff019000ff001000ff001000ff001000ff001800ff0018ffff00180fff001c0bff001000ff001000ff011800ff001000fffff000ff0ff000ff001807ff001806ff001000ffeb3b3eff0dffffff0fc3fcfffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HervertonFerreiraDaSilvaBarrosRogerioDaEtAl2023,inproceedings,How Machine Learning Can Help the Classification of Treatment Outcomes of Tuberculosis: A Systematic Review,"Herverton, Maicon and Ferreira Da Silva Barros, Lino and Rogerio Da, Sebastião and Neto, Silva and Gabriela De Almeida Rodrigues, Maria and De Souza Sampaio, Vanderson and Endo, Patricia Takako",2023,,Hawaii International Conference on System Sciences,,,,,,data/pdfs/2023/HervertonFerreiraDaSilvaBarrosRogerioDaEtAl2023.pdf,,,,,,rev_synthesized,,,,,eng,,,,,,,,,,,
HerwixHeiden2022,inproceedings,Context in Design Science Research: Taxonomy and Framework,"Herwix, Alexander and Heiden, Philipp zur",2022,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2022.705,http://hdl.handle.net/10125/80045,data/pdfs/2022/HerwixHeiden2022.pdf,,,,https://dblp.org/rec/conf/hicss/HerwixH22,cpid2:fffffffffe649efffffffffffffffffffc00003ffffffffffc01e0ffffffffffff9f800ff001000ff001800ff001800ff00183fff000800ff03b000fffff803ff8ff800ff001000ff001800ff001800ff001800ff001800ff001800ff001000ff00181fff001800ff001800ff001800fffa985fff0dffffff0fc3fdfffffffff,rev_synthesized,,https://dblp.org/rec/conf/hicss/HerwixH22,,,eng,,,,,,,,,,,
HerzHamelUebernickelEtAl2010,inproceedings,Deriving a Research Agenda for the Management of Multisourcing Relationships Based on a Literature Review,"Herz, Thomas and Hamel, Florian and Uebernickel, Falk and Brenner, Walter",2010,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2010/357,,,,,https://dblp.org/rec/conf/amcis/HerzHUB10,,rev_synthesized,https://github.com/CoLRev-curations/americas-conference-on-information-systems#HerzHamelUebernickelEtAl2010,,,,eng,,,,,,,,,,,
Hess2014,article,"Reliability Generalization of Perceived Ease of Use, Perceived Usefulness, and Behavioral Intentions1","Hess, Traci J. and McNab, Anna L. and Basoglu, K. Asli",2014,MIS Quarterly,,38,1,1--28,10.25300/MISQ/2014/38.1.01,,,"A reliability generalization study (a meta-analysis of reliability coefficients) was conducted on three widely studied information systems constructs from the technology acceptance model (TAM): perceived ease of use, perceived usefulness, and behavioral intentions. This form of meta-analysis summarizes the reliability coefficients of the scores on a specified scale across studies and identifies the study characteristics that influence the reliability of these scores. Reliability is a critical issue in conducting empirical research as the reliability of the scores on well-established scales can vary with study characteristics, attenuating effect sizes. In conducting this study, an extensive literature search was conducted, with 380 articles reviewed and coded to perform reliability generalization. Study characteristics, including technology, sample, and measurement characteristics, for these articles were recorded along with effect size data for the relationships among these variables. After controlling for number of items, sample size, and sampling error, differences in reliability coefficients were found with several study characteristics for the three technology acceptance constructs. The reliability coefficients of PEOU and PU were lower in hedonic contexts than in utilitarian contexts, and were higher when the originally validated scales were used as compared to when other items were substituted. Only 27 percent of the studies that provided the measurement items used the original PEOU items, while 39 percent used the original PU items. Scales that were administered in English had higher reliability coefficients for PU and BI, with a marginal effect for PEOU. Reliability differences were also found for other study characteristics, including reliability type, subject experience, and gender composition. While average reliability coefficients were high, the results show that, on average, relationships among these constructs are attenuated by 12 percent with maximum attenuation in the range of 35 to 43 percent. Implications for technology acceptance research are discussed and suggestions for addressing variation in reliability coefficients across studies are provided.",True,159,,,rev_synthesized,,,https://misq.umn.edu/misq/article-pdf/38/1/1/5637/1_hessmcnabbasoglu.pdf,Testing,en,,,meta-analysis,,False,none,False,,True,False,"Technology Acceptance, and Use"
HeuchertVerhoevenCordesEtAl2020,inproceedings,Smart Service Systems in Manufacturing - An Investigation of Theory and Practice,"Heuchert, Markus and Verhoeven, Yannick and Cordes, Ann-Kristin and Becker, Jörg",2020,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/63947,data/pdfs/2020/Decision analytics and service science/HeuchertVerhoevenCordesEtAl2020.pdf,,,,https://dblp.org/rec/conf/hicss/HeuchertVC020,cpid2:fffffffffe749fbfffffffffffffffffff8001ffffc103fff061861ff8e1cf3fffffffffff1f000ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff001800fffff000ff0ff000ff059000ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff77bfa5ff0dffffff0fc3fdfffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HildebrandWiewiorraHildebrandt2024,article,"The past, present, and future of (net) neutrality: A state of knowledge review and research agenda","Hildebrand, Christian and Wiewiorra, Lukas",2024,Journal of Information Technology,,39,1,167--193,10.1177/02683962231170891,,data/pdfs/39_1/hildebrandt-wiewiorra-2023-the-past-present-and-future-of-(net)-neutrality-a-state-of-knowledge-review-and-research.pdf,,,,,,rev_synthesized,,,,,,,,,,,,,,,,
HinsenJohnkUrbach2019,inproceedings,Disentangling the Concept and Role of Continuous Change for IS Research - A Systematic Literature Review,"Hinsen, Silvana and Jöhnk, Jan and Urbach, Nils",2019,,International Conference on Information Systems,,,,,https://aisel.aisnet.org/icis2019/business_models/business_models/12,,,,,https://dblp.org/rec/conf/icis/HinsenJU19,,rev_synthesized,https://github.com/CoLRev-curations/international-conference-on-information-systems#HinsenJohnkUrbach2019,,,,eng,,,,,,,,,,,
Hintsch2013,inproceedings,ERP for the IT Service Industry - A Structured Literature Review,"Hintsch, Johannes",2013,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2013/EnterpriseSystems/GeneralPresentations/4,,,,,https://dblp.org/rec/conf/amcis/Hintsch13,,rev_synthesized,https://github.com/CoLRev-curations/americas-conference-on-information-systems#Hintsch2013,,,,eng,,,,,,,,,,,
HirschleinMeckenstockDremel2022,inproceedings,Towards Bridging the Gap Between BDA Challenges and BDA Capability: A Conceptual Synthesis Based on a Systematic Literature Review,"Hirschlein, Nico and Meckenstock, Jan-Niklas and Dremel, Christian",2022,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2022.748,http://hdl.handle.net/10125/80088,data/pdfs/2022/HirschleinMeckenstockDremel2022.pdf,,,0,https://dblp.org/rec/conf/hicss/HirschleinMD22,cpid2:fffffffffe7ffffffffffffffffffffff000000fff01c97ffe7f7efff018080ffffe7fffff9fdffff001800ff001800ff001800ff001800ff001000ff001800ff001800ff001800ff001800ff1ff800fffff000ff0ff000ff801800ff001800ff001800ff001800ff001800ff001800fffff91fff1dffffff0fc3fffffffffff,rev_synthesized,,https://dblp.org/rec/conf/hicss/HirschleinMD22,,,eng,,,,,,,,,,,
HirschleinMeckenstockSchlaudererEtAl2023,inproceedings,Delineating the Business Value of Data-driven Initiatives in Organizations - Findings from a Systematic Review of the Information Systems Literature,"Hirschlein, Nico and Meckenstock, Jan-Niklas and Schlauderer, Sebastian and Overhage, Sven",2023,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2023.661,https://hdl.handle.net/10125/103295,data/pdfs/2023/HirschleinMeckenstockSchlaudererEtAl2023.pdf,,,,https://dblp.org/rec/conf/hicss/HirschleinMSO23,cpid2:fffffffffffffffffffffffffffffffff000000ff96744dffefff7fff041820fffffffffff9fb99ff001800ff001800ff001000ff001000ff001800ff001800ff001800ff001800ff001800ff00f800ff001800ff0ff800ff001800ff001800ff001800ff001800ff001800ff001800fffffbafff1fffffff0fc3fffffffffff,rev_synthesized,,https://dblp.org/rec/conf/hicss/HirschleinMSO23,,,eng,,,,,,,,,,,
HmeloSilverJeongFaulknerEtAl2017,inproceedings,Computer-Supported Collaborative Learning in STEM Domains - Towards a Meta-synthesis,"Hmelo-Silver, Cindy E. and Jeong, Heisawn and Faulkner, Roosevelt and Hartley, Kylie",2017,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/41405,data/pdfs/2017/dsm/learning_in_dsm/HmeloSilverJeongFaulknerEtAl2017.pdf,,,,https://dblp.org/rec/conf/hicss/Hmelo-SilverJFH17,cpid2:fffffffffffffffffffffffffffffffffc00003ffff34ffff061860ff8e3bf7ffffffffff80d000ff001800ff001808ff001800ff001000ff005000ff0ff800ff8fd800ff000800ff001800ff001800ff001800ff001000ff001800ff001800ff0018ffff0018ffff000800ff001800fffff800ffffffffff03c7fffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HoangThuanDrechslerAntunes2019,article,Construction of Design Science Research Questions,"Hoang Thuan, Nguyen and Drechsler, Andreas and Antunes, Pedro",2019,Communications of the Association for Information Systems,,44,,332--363,10.17705/1CAIS.04420,,data/pdfs/44/HoangThuanDrechslerAntunes2019.pdf,,,,,cpid2:fffffffffffffffffc803ffffc0014fffc60003ff088090ffd67dd3ff000001ffff00ffffff00ffffe0c30fffc03c03fff1e78ffe000000fe0000007e0000007e0000007e000000ff000000ff000000ff03ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff99f3edfffffffffffffffff,rev_synthesized,,,,,eng,,,,,,,,NA,,,
HobergWollersheimKrcmar2012,inproceedings,The Business Perspective on Cloud Computing - A Literature Review of Research on Cloud Computing,"Hoberg, Patrick and Wollersheim, Jan and Krcmar, Helmut",2012,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2012/proceedings/EnterpriseSystems/5,,,,,https://dblp.org/rec/conf/amcis/HobergWK12,,rev_synthesized,https://github.com/CoLRev-curations/americas-conference-on-information-systems#HobergWollersheimKrcmar2012,,,,eng,,,,,,,,,,,
HodappGobrecht2019,inproceedings,Towards a coherent Perspective - a literature Review on the Interplay of the Internet of Things and Ecosystems,"Hodapp, Daniel and Gobrecht, Lennart",2019,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2019_rip/61,,,,,https://dblp.org/rec/conf/ecis/HodappG19,,rev_synthesized,https://github.com/CoLRev-curations/european-conference-on-information-systems#HodappGobrecht2019,,,,eng,,,,,,,,,,,
HodappHanelt2022b,article,Interoperability in the era of digital innovation: An information systems research agenda,"Hodapp, Daniel and Hanelt, Andr É",2022,Journal of Information Technology,,37,4,407--427,10.1177/02683962211064304,,data/pdfs/37_4/02683962211064304.pdf,,,,,,rev_synthesized,,,,,,,,,,,,,,,,
HoehleScornavaccaJrHuff2012,article,Three decades of research on consumer adoption and utilization of electronic banking channels: A literature analysis,"Hoehle, Hartmut and Scornavacca, Eusebio and Huff, Sid",2012,Decision Support Systems,,54,1,122--132,10.1016/J.DSS.2012.04.010,https://www.sciencedirect.com/science/article/pii/S0167923612001066,data/pdfs/54_1/HoehleScornavaccaJrHuff2012.pdf,,,,https://dblp.org/rec/journals/dss/HoehleSH12,cpid2:ffffffffffffffffc7e007ffc4000043c4000003c0000003ffffffffc00e73f7c20dffffc001ffffffffffffcfe1eed7c3e00003cfe00003cfe00003cfe00003ffe00003ffe3fe07ffffffffc7ff8047c0010003c0010007c0018007c0090003c0010003c001000fc0010003cfff0003e00f0003c1ffffffffffffffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HoermannKieneggerLangermeierEtAl2011,inproceedings,Comparing Risk and Success Factors in ERP Projects - A Literature Review,"Hoermann, Stefan and Kienegger, Harald and Langermeier, Melanie and Mayer, Manuel and Krcmar, Helmut",2011,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2011_submissions/241,,,,,https://dblp.org/rec/conf/amcis/HoermannKLMK11,,rev_synthesized,https://github.com/CoLRev-curations/americas-conference-on-information-systems#HoermannKieneggerLangermeierEtAl2011,,,,eng,,,,,,,,,,,
HofeditzMirbabaieLutherEtAl2022,inproceedings,Ethics Guidelines for Using AI-based Algorithms in Recruiting: Learnings from a Systematic Literature Review,"Hofeditz, Lennart and Mirbabaie, Milad and Luther, Audrey and Mauth, Riccarda and Rentemeister, Ina",2022,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2022.018,http://hdl.handle.net/10125/79348,data/pdfs/2022/HofeditzMirbabaieLutherEtAl2022.pdf,,,1,https://dblp.org/rec/conf/hicss/HofeditzMLMR22,cpid2:fffffffffe7ffffffffffffffffffffffc00003fffc77dfff98de71ff08c631ff088430fffffffffff3fd40ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff003800ff0ff800ff801800ff001800ff001800ff001800ff001800ff001800fffffd69ff1dffffff0fc3fffffffffff,rev_synthesized,,https://dblp.org/rec/conf/hicss/HofeditzMLMR22,,,eng,,,,,,,,,,,
HofmannRackersBecker2012,inproceedings,Identifying Factors of E-Government Acceptance - A Literature Review,"Hofmann, Sara and Räckers, Michael and Becker, Jörg",2012,,International Conference on Information Systems,,,,,http://aisel.aisnet.org/icis2012/proceedings/HumanBehavior/9,,,,,https://dblp.org/rec/conf/icis/HofmannRB12,,rev_synthesized,https://github.com/CoLRev-curations/international-conference-on-information-systems#HofmannRackersBecker2012,,,,eng,,,,,,,,,,,
HofmannRuckelUrbach2021,inproceedings,Innovating with Artificial Intelligence - Capturing the Constructive Functional Capabilities of Deep Generative Learning,"Hofmann, Peter and Rückel, Timon and Urbach, Nils",2021,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2021.669,https://hdl.handle.net/10125/71289,data/pdfs/2021/HofmannRuckelUrbach2021.pdf,,,,https://dblp.org/rec/conf/hicss/HofmannRU21,,rev_synthesized,,,,,eng,,,,,,,,,,,
HofmannStahleBuckEtAl2021,inproceedings,Data-driven Applications to Foster Absorptive Capacity - A Literature-based Conceptualization,"Hofmann, Peter and Stähle, Philipp and Buck, Christoph and Thorwarth, Harald",2021,,Hawaii International Conference on System Sciences,,,,,https://hdl.handle.net/10125/71211,data/pdfs/2021/HofmannStahleBuckEtAl2021.pdf,,,,https://dblp.org/rec/conf/hicss/HofmannSBT21,,rev_synthesized,,,,,eng,,,,,,,,,,,
Hogberg2018,inproceedings,Organizational Social Media: A Literature Review and Research Agenda,"Högberg, Karin",2018,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2018.235,http://hdl.handle.net/10125/50122,,,,3,https://dblp.org/rec/conf/hicss/Hogberg18,,rev_synthesized,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#Hogberg2018,,,,eng,,,,,,,,,,,
HoislSobernig2016,inproceedings,Open-Source Development Tools for Domain-Specific Modeling - Results from a Systematic Literature Review,"Hoisl, Bernhard and Sobernig, Stefan",2016,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2016.620,https://ieeexplore.ieee.org/document/7427807,,,,1,https://dblp.org/rec/conf/hicss/HoislS16,,rev_synthesized,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#HoislSobernig2016,,,,eng,,,,,,,,,,,
Hollig2021,inproceedings,Online Employer Reviews as a Data Source: A Systematic Literature Review,"Höllig, Christoph",2021,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2021.527,http://hdl.handle.net/10125/71144,,,,6,https://dblp.org/rec/conf/hicss/Hollig21,,rev_synthesized,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#Hollig2021,,,,eng,,,,,,,,,,,
Holsapple2000,article,Electronic Commerce: From a Definitional Taxonomy Toward a Knowledge-Management View,"Holsapple, Clyde W. and Singh, Meenu",2000,Journal of Organizational Computing and Electronic Commerce,,10,3,149--170,10.1207/S15327744JOCE1003_01,,,,False,54,,,rev_synthesized,,,,Describing,en,,,narrative-review,,False,none,False,,True,False,E-Commerce
HolsteinSpitzerHoellEtAl2024,inproceedings,Understanding data understanding: a framework to navigate the intricacies of data analytics,"Holstein, Joshua and Spitzer, Philipp and Hoell, Marieke and Vössing, Michael and Kühl, Niklas",2024,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2024/track07_busanalytics/track07_busanalytics/5,data/pdfs/2024/Business Analytics/HolsteinSpitzerHoellEtAl2024.pdf,,,,https://dblp.org/rec/conf/ecis/HolsteinSHV024,,rev_synthesized,,,,,eng,,,,,,,,,,,
HolzmerSedlmeirImeri2025,inproceedings,A taxonomy of modern user-centric identity management: from theory to practice,"Hölzmer, Pol and Sedlmeir, Johannes and Imeri, Adnan",2025,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2025/datamgmt/datamgmt/8,data/pdfs/2025/Data Management and Data Sharing in Ecosystems/HolzmerSedlmeirImeri2025.pdf,,,,https://dblp.org/rec/conf/ecis/HolzmerSI25,,rev_synthesized,,,,,eng,,,,,,,,,,,
Honingsberg2024,inproceedings,Going beyond tracking: understanding the fitness technology use persistence,"Höningsberg, Sarah",2024,,European Conference on Information Systems,,,,,,data/pdfs/2024/Health Information Technology and IS for Healthcare/Honingsberg2024.pdf,,,,,,rev_synthesized,,,,,eng,,,,,,,,,,,
HoritaDegrossideAssisEtAl2013,inproceedings,The use of Volunteered Geographic Information (VGI) and Crowdsourcing in Disaster Management - a Systematic Literature Review,"Horita, Flávio Eduardo Aoki and Degrossi, Lívia Castro and de Assis, Luiz Fernando Ferreira Gomes and Zipf, Alexander and de Albuquerque, João Porto",2013,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2013/eGovernment/GeneralPresentations/4,,,,,https://dblp.org/rec/conf/amcis/HoritaDAZA13,,rev_synthesized,https://github.com/CoLRev-curations/americas-conference-on-information-systems#HoritaDegrossideAssisEtAl2013,,,,eng,,,,,,,,,,,
HornungSmolnik2018,inproceedings,It's Just Emotion Taking Me Over - Investigating the Role of Emotions in Knowledge Management Research,"Hornung, Olivia and Smolnik, Stefan",2018,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/50401,data/pdfs/2018/ks/ks_creation/HornungSmolnik2018.pdf,,,,https://dblp.org/rec/conf/hicss/HornungS18,cpid2:fffffffffffffffffffffffffffffffff800001ff818081ffe0ff07fffefffffff3f8b8ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff0ff800ff0ff800ff001800ff001800ff001800ff001800ff021802ff001847ff001800ff001800ff001800ff001800ff611fffff0ff7ffff0ff1fffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HouyFettkeLoos2015,article,Stylized Facts as an Instrument for Literature Review and Cumulative Information Systems Research,"Houy, Constantin and Fettke, Peter and Loos, Peter",2015,Communications of the Association for Information Systems,,37,,,10.17705/1CAIS.03710,https://aisel.aisnet.org/cais/vol37/iss1/10,,,,6,https://dblp.org/rec/journals/cais/HouyFL15,,rev_synthesized,https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems#HouyFettkeLoos2015,,,,eng,,,,,,,,,,,
Hron2021,inproceedings,The Quest for New Theoretical Logics of Digital Innovation - Linking Properties of Digital Artifacts with their Conceptualizations in Organizations,"Hron, Michal",2021,,Hawaii International Conference on System Sciences,,,,,https://hdl.handle.net/10125/71332,data/pdfs/2021/Hron2021.pdf,,,,https://dblp.org/rec/conf/hicss/Hron21,,rev_synthesized,,,,,eng,,,,,,,,,,,
HronObwegeser2018,inproceedings,Scrum in Practice - an Overview of Scrum Adaptations,"Hron, Michal and Obwegeser, Nikolaus",2018,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/50568,data/pdfs/2018/st/agile_development/HronObwegeser2018.pdf,,,,https://dblp.org/rec/conf/hicss/HronO18,cpid2:ffffffffffffffffffffffffffffffffff00007fff1ff87ffe0ff87fffbfffffff1f800ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff001e3fff001e3ffffff800ffc7f800ff001800ff001800ff001800ff001800ff001800ff001800ff009800ff001800ff001f7fff06f7ffff0ff1fffffffffff,rev_synthesized,,,,,eng,,,,,,,,,,,
HuaLeongTan2024,inproceedings,Digital intrapreneurship -reviewing what we know about innovation and entrepreneurs in organizations,"Hua, Wilson and Leong, Carmen and Tan, Barney",2024,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2024/track20_adoption/track20_adoption/1,"data/pdfs/2024/IS Innovation, Adoption and Diffusion/HuaLeongTan2024.pdf",,,,https://dblp.org/rec/conf/ecis/HuaL024,,rev_synthesized,,,,,eng,,,,,,,,,,,
Huang2003,article,Using a GSS to Support Virtual Teambuilding,"Huang, Wayne and Wei, Kwok-Kee and Lim, John",2003,Journal of Global Information Management,,11,1,72--89,10.4018/JGIM.2003010104,,,"This paper deals with the use of a group support system (GSS) to support virtual team-building. Literature review on Group Support Systems (GSS) indicates that most prior GSS research focuses on supporting face-to-face teamwork, and few studies were conducted in supporting virtual teamwork and team-building. When virtual teamwork becomes more common in modern organizations, how GSS can be used to enhance virtual team-building is becoming an important research issue. This paper proposes a conceptual team-building framework. By embedding this conceptual framework into a GSS, the GSS may have the potential to support virtual team-building. Based on the framework, a set of testable research propositions is formulated, and some suggestions for future GSS research are discussed.",False,5,,,rev_synthesized,,,,Explaining,ng,,,theoretical-review,,False,partial,True,,True,True,Virtual Teams
HuangLiSuomi2024,inproceedings,The interactions between humans and AI-based virtual robots in daily life: a systematic literature review,"Huang, Rong and Li, Hongxiu and Suomi, Reima",2024,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2024/track19_hci/track19_hci/1,data/pdfs/2024/Human-Computer Interaction/HuangLiSuomi2024.pdf,,,,https://dblp.org/rec/conf/ecis/HuangLS24,,rev_synthesized,,,,,eng,,,,,,,,,,,
HuangMouBenyoucefEtAl2023,inproceedings,Live Streaming: Its Relevant Concepts and Literature Review,"Huang, Zhao and Mou, Jian and Benyoucef, Morad and Kim, Jongki",2023,,Hawaii International Conference on System Sciences,,,,,https://hdl.handle.net/10125/102693,data/pdfs/2023/HuangMouBenyoucefEtAl2023.pdf,,,,https://dblp.org/rec/conf/hicss/HuangMBK23,cpid2:fffffffffe4c9efffffffffffffffffffc00003ffc78c39ff860830fffffffffff1f800ff001800ff001800ff001800ff001800ff001800ff001800ff001800ff0ff800ff003828fffff800ff0ff800ff001800ff001800ff001800ff001800ff001800ff001802ff001800ff009800ffffffffff0dffffff0fc3fffffffffff,rev_synthesized,,https://dblp.org/rec/conf/hicss/HuangMBK23,,,eng,,,,,,,,,,,
HuangRahimFosterEtAl2021,inproceedings,Critical Success Factors Affecting Implementation of Cloud ERP Systems: A Systematic Literature Review with Future Research Possibilities,"Huang, Qian and Rahim, Mahbubur and Foster, Susan and Anwar, Misita",2021,,Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2021.569,http://hdl.handle.net/10125/71186,,,,11,https://dblp.org/rec/conf/hicss/HuangRFA21,,rev_synthesized,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#HuangRahimFosterEtAl2021,,,,eng,,,,,,,,,,,
HuangSuang2024,inproceedings,A systematic review on responsibility attribution in AI service and human-AI joint service,"Huang, Xin and Suang, Heng Cheng",2024,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2024/track15_social_ict/track15_social_ict/11,data/pdfs/2024/Social and Ethical Implications of ICT Use/HuangSuang2024.pdf,,,,https://dblp.org/rec/conf/ecis/HuangS24,,rev_synthesized,,,,,eng,,,,,,,,,,,
